rank,lForm,lemma,pos,subLemma,wType,frequency,pmw,K_acc
1849,セイケン,政権,名詞-普通名詞-一般,,漢,5119,48.9330029,B
1413,セイゲン,制限,名詞-普通名詞-サ変可能,,漢,6686,63.9121034,B
1128,セイコウ,成功,名詞-普通名詞-サ変可能,,漢,8502,81.2714184,B
698,セイサク,政策,名詞-普通名詞-一般,,漢,13453,128.5984935,B
2758,セイサク,製作,名詞-普通名詞-サ変可能,,漢,3241,30.9810241,B
465,セイサン,生産,名詞-普通名詞-サ変可能,,漢,19380,185.2552445,B
527,セイジ,政治,名詞-普通名詞-一般,,漢,17423,166.5480973,B
2412,セイシツ,性質,名詞-普通名詞-一般,,漢,3807,36.3914714,B
615,セイシン,精神,名詞-普通名詞-一般,,漢,15054,143.9026032,
2727,セイセキ,成績,名詞-普通名詞-一般,,漢,3289,31.4398606,B
1155,セイゾウ,製造,名詞-普通名詞-サ変可能,,漢,8380,80.1052089,B
851,セイチョウ,成長,名詞-普通名詞-サ変可能,,漢,11142,106.5074269,B
1186,セイト,生徒,名詞-普通名詞-一般,,漢,8129,77.7058763,B
356,セイド,制度,名詞-普通名詞-一般,,漢,24257,231.8749466,B
2022,セイネン,青年,名詞-普通名詞-一般,,漢,4652,44.468906,B
2819,セイノウ,性能,名詞-普通名詞-一般,,漢,3146,30.0729102,B
428,セイビ,整備,名詞-普通名詞-サ変可能,,漢,20446,195.4452389,B
1091,セイヒン,製品,名詞-普通名詞-一般,,漢,8750,83.6420738,B
346,セイフ,政府,名詞-普通名詞-一般,,漢,24759,236.6736119,B
1606,セイブツ,生物,名詞-普通名詞-一般,,漢,5919,56.5802782,B
2659,セイブン,成分,名詞-普通名詞-一般,,漢,3393,32.4340064,B
1530,セイメイ,生命,名詞-普通名詞-一般,,漢,6182,59.09432,B
1522,セイリ,整理,名詞-普通名詞-サ変可能,,漢,6221,59.4671247,B
2703,セイリ,生理,名詞-普通名詞-一般,,漢,3316,31.6979562,B
1316,セイリツ,成立,名詞-普通名詞-サ変可能,,漢,7288,69.6666781,B
2715,セイリョク,勢力,名詞-普通名詞-一般,,漢,3302,31.5641289,B
188,セカイ,世界,名詞-普通名詞-一般,,漢,42934,410.4101479,B
1098,セキ,席,名詞-普通名詞-一般,,漢,8649,82.6766052,A
618,セキニン,責任,名詞-普通名詞-一般,,漢,15023,143.6062713,A
2117,セキユ,石油,名詞-普通名詞-一般,,漢,4427,42.3181098,A
2502,セケン,世間,名詞-普通名詞-一般,,漢,3656,34.9480482,B
1682,セタイ,世帯,名詞-普通名詞-一般,,漢,5610,53.6265181,B
1613,セダイ,世代,名詞-普通名詞-一般,,漢,5889,56.2935054,A
1833,セツ,説,名詞-普通名詞-一般,,漢,5182,49.5352258,A
1901,セツ,節,名詞-普通名詞-助数詞可能,,漢,4986,47.6616434,A
2696,セッカク,折角,副詞,,漢,3331,31.8413426,A
1202,セッキョク,積極,名詞-普通名詞-一般,,漢,8010,76.5683441,A
1748,セッケイ,設計,名詞-普通名詞-サ変可能,,漢,5416,51.7720539,A
1971,セツゾク,接続,名詞-普通名詞-サ変可能,,漢,4798,45.8645337,A
790,ゼッタイ,絶対,名詞-普通名詞-副詞可能,,漢,12015,114.8525161,A
861,セッチ,設置,名詞-普通名詞-サ変可能,,漢,11004,105.188272,A
624,セッテイ,設定,名詞-普通名詞-サ変可能,,漢,14842,141.8760753,A
1822,セット,セット,名詞-普通名詞-サ変可能,set,外,5216,49.8602351,A
1360,セツビ,設備,名詞-普通名詞-サ変可能,,漢,7016,67.0666045,A
374,セツメイ,説明,名詞-普通名詞-サ変可能,,漢,23376,223.4533847,A
1940,セツリツ,設立,名詞-普通名詞-サ変可能,,漢,4857,46.4285203,A
2204,セナカ,背中,名詞-普通名詞-一般,,和,4231,40.4445273,B
1293,ゼヒ,是非,副詞,,漢,7434,71.0623059,A
1999,セマイ,狭い,形容詞-一般,,和,4721,45.1284834,B
2262,セマル,迫る,動詞-一般,,和,4095,39.1444905,B
83,セル,せる,助動詞,,和,116560,1114.208013,
2190,セワ,世話,名詞-普通名詞-サ変可能,,漢,4249,40.616591,B
86,セン,千,名詞-数詞,,漢,112555,1075.923841,B
1291,セン,線,名詞-普通名詞-一般,,漢,7471,71.4159923,B
973,ゼン,前,名詞-普通名詞-副詞可能,,漢,9695,92.6754177,
1590,ゼンイン,全員,名詞-普通名詞-副詞可能,,漢,5962,56.9913193,A
1366,センキョ,選挙,名詞-普通名詞-サ変可能,,漢,6977,66.6937998,B
2454,センゲン,宣言,名詞-普通名詞-サ変可能,,漢,3720,35.5598302,B
1757,センゴ,戦後,名詞-普通名詞-副詞可能,,漢,5391,51.5330765,B
1681,ゼンゴ,前後,名詞-普通名詞-副詞可能,,漢,5613,53.6551954,A
2664,ゼンコウ,前項,名詞-普通名詞-一般,,漢,3378,32.29062,A
735,ゼンコク,全国,名詞-普通名詞-一般,,漢,12841,122.7483279,A
2190,センジツ,先日,名詞-普通名詞-副詞可能,,漢,4249,40.616591,B
800,センシュ,選手,名詞-普通名詞-一般,,漢,11857,113.3421793,B
2637,ゼンシン,全身,名詞-普通名詞-一般,,漢,3434,32.8259293,A
320,センセイ,先生,名詞-普通名詞-一般,,漢,26992,258.0190691,B
1616,ゼンゼン,全然,副詞,,漢,5873,56.1405599,B
658,センソウ,戦争,名詞-普通名詞-サ変可能,,漢,14116,134.9361729,B
420,センター,センター,名詞-普通名詞-一般,center,外,20664,197.5291214,B
462,ゼンタイ,全体,名詞-普通名詞-一般,,漢,19549,186.8707314,A
712,センタク,選択,名詞-普通名詞-サ変可能,,漢,13147,125.6734107,B
2150,センチ,センチ,名詞-普通名詞-助数詞可能,centimetre,外,4353,41.6107368,B
1055,センチメートル,センチメートル,名詞-普通名詞-助数詞可能,,外,9060,86.6053929,B
2052,ゼンテイ,前提,名詞-普通名詞-一般,,漢,4584,43.8188876,A
2788,セントウ,戦闘,名詞-普通名詞-サ変可能,,漢,3196,30.5508649,B
1469,ゼンネン,前年,名詞-普通名詞-副詞可能,,漢,6467,61.8186618,A
2602,センパイ,先輩,名詞-普通名詞-一般,,漢,3484,33.303884,B
964,ゼンブ,全部,名詞-普通名詞-副詞可能,,漢,9803,93.7077999,A
743,センモン,専門,名詞-普通名詞-一般,,漢,12693,121.333582,B
2347,センヨウ,専用,名詞-普通名詞-サ変可能,,漢,3933,37.5959173,B
1802,センリャク,戦略,名詞-普通名詞-一般,,漢,5261,50.2903943,B
752,ゾ,ぞ,助詞-終助詞,,和,12500,119.4886768,
74,ソウ,そう,副詞,,和,131102,1253.21636,A
575,ソウ,そう,名詞-助動詞語幹,伝聞,和,15932,152.2954879,A
1339,ソウ,層,名詞-普通名詞-一般,,漢,7110,67.9651594,B
2467,ソウ,沿う,動詞-一般,,和,3695,35.3208529,A
1523,ゾウ,増,名詞-普通名詞-一般,,漢,6213,59.3906519,B
1725,ゾウ,像,名詞-普通名詞-一般,,漢,5483,52.4125132,B
609,ゾウカ,増加,名詞-普通名詞-サ変可能,,漢,15142,144.7438035,B
1706,ソウゴ,相互,名詞-普通名詞-一般,,漢,5540,52.9573816,B
837,ソウゴウ,総合,名詞-普通名詞-サ変可能,,漢,11372,108.7060186,B
1924,ソウサ,捜査,名詞-普通名詞-サ変可能,,漢,4918,47.011625,B
1935,ソウサ,操作,名詞-普通名詞-サ変可能,,漢,4873,46.5814658,B
2427,ソウジ,掃除,名詞-普通名詞-サ変可能,,漢,3777,36.1046986,B
1365,ソウゾウ,想像,名詞-普通名詞-サ変可能,,漢,6985,66.7702726,B
2481,ソウゾウ,創造,名詞-普通名詞-サ変可能,,漢,3684,35.2157028,B
2471,ソウゾク,相続,名詞-普通名詞-サ変可能,,漢,3691,35.2826165,B
2686,ゾウダイ,増大,名詞-普通名詞-サ変可能,,漢,3344,31.9656108,B
498,ソウダン,相談,名詞-普通名詞-サ変可能,,漢,18390,175.7917413,B
1779,ソウチ,装置,名詞-普通名詞-サ変可能,,漢,5320,50.8543808,B
1771,ソウトウ,相当,名詞-普通名詞-サ変可能,,漢,5343,51.07424,B
2247,ソウム,総務,名詞-普通名詞-一般,,漢,4135,39.5268543,B
1856,ソウリ,総理,名詞-普通名詞-サ変可能,,漢,5097,48.7227028,A
1255,ソクシン,促進,名詞-普通名詞-サ変可能,,漢,7700,73.6050249,A
2567,ゾクスル,属する,動詞-一般,,混,3531,33.7531614,A
2129,ソクテイ,測定,名詞-普通名詞-サ変可能,,漢,4396,42.0217779,A
2195,ソクド,速度,名詞-普通名詞-一般,,漢,4245,40.5783546,A
2755,ソクメン,側面,名詞-普通名詞-一般,,漢,3246,31.0288196,A
160,ソコ,其処,代名詞,,和,55013,525.8744461,B
2518,ソコ,底,名詞-普通名詞-一般,,和,3618,34.5848026,A
2044,ソザイ,素材,名詞-普通名詞-一般,,漢,4605,44.0196285,A
590,ソシキ,組織,名詞-普通名詞-サ変可能,,漢,15627,149.3799642,A
2477,ソショウ,訴訟,名詞-普通名詞-サ変可能,,漢,3685,35.2252619,A
2292,ソダツ,育つ,動詞-一般,,和,4043,38.6474176,B
1718,ソダテル,育てる,動詞-一般,,和,5510,52.6706087,B
869,ソチ,措置,名詞-普通名詞-サ変可能,,漢,10955,104.7198763,A
1548,ソツギョウ,卒業,名詞-普通名詞-サ変可能,,漢,6119,58.4920971,B
718,ソト,外,名詞-普通名詞-一般,,和,13077,125.0042741,B
2465,ソナエル,備える,動詞-一般,,和,3699,35.3590892,B
1649,ソバ,側,名詞-普通名詞-一般,,和,5751,54.9743504,B
1175,ソフト,ソフト,名詞-普通名詞-形状詞可能,soft,外,8199,78.3750129,A
2348,ソモソモ,抑,名詞-普通名詞-副詞可能,,和,3931,37.5767991,A
1232,ソラ,空,名詞-普通名詞-一般,,和,7862,75.1535982,B
38,ソレ,其れ,代名詞,,和,271869,2598.821366,A
425,ソレゾレ,其々,名詞-普通名詞-副詞可能,,和,20503,195.9901072,A
1938,ソレン,ソ連,名詞-固有名詞-地名-国,,固,4863,46.4858748,A
2766,ソロウ,揃う,動詞-一般,,和,3235,30.9236696,B
1117,ソン,村,名詞-普通名詞-一般,,漢,8562,81.8449641,
2466,ソンガイ,損害,名詞-普通名詞-一般,,漢,3697,35.339971,B
360,ソンザイ,存在,名詞-普通名詞-サ変可能,,漢,24112,230.488878,A
2398,ゾンズル,存ずる,動詞-一般,,混,3835,36.659126,A
1455,ソンナ,そんな,形状詞-一般,,和,6523,62.3539711,A
7,タ,た,助動詞,,和,2876462,27496.37106,
271,タ,他,名詞-普通名詞-副詞可能,,漢,32034,306.2160218,A
5,ダ,だ,助動詞,,和,3156903,30177.13298,
80,タイ,たい,助動詞,,和,118086,1128.795191,
660,タイ,体,名詞-普通名詞-助数詞可能,,漢,14066,134.4582182,A
1453,タイ,対,名詞-普通名詞-一般,,漢,6535,62.4686802,A
336,ダイ,代,名詞-普通名詞-助数詞可能,,漢,25457,243.3458596,B
761,ダイ,台,名詞-普通名詞-助数詞可能,,漢,12409,118.6187992,B
2632,タイイク,体育,名詞-普通名詞-一般,,漢,3444,32.9215202,A
503,タイオウ,対応,名詞-普通名詞-サ変可能,,漢,18223,174.1953726,A
1326,タイカイ,大会,名詞-普通名詞-一般,,漢,7243,69.2365189,A
318,ダイガク,大学,名詞-普通名詞-一般,,漢,27103,259.0801286,A
985,タイケン,体験,名詞-普通名詞-サ変可能,,漢,9610,91.8628947,A
492,タイサク,対策,名詞-普通名詞-一般,,漢,18754,179.2712516,A
1123,ダイジ,大事,形状詞-一般,,漢,8543,81.6633413,B
2647,タイジュウ,体重,名詞-普通名詞-一般,,漢,3422,32.7112202,A
2357,タイショ,対処,名詞-普通名詞-サ変可能,,漢,3913,37.4047354,A
358,タイショウ,対象,名詞-普通名詞-一般,,漢,24238,231.6933238,A
2741,タイショウ,大正,名詞-固有名詞-一般,,固,3272,31.277356,B
1025,ダイジョウブ,大丈夫,形状詞-一般,,漢,9295,88.8517801,B
1935,タイショク,退職,名詞-普通名詞-サ変可能,,漢,4873,46.5814658,A
534,ダイジン,大臣,名詞-普通名詞-一般,,漢,17191,164.3303874,A
2015,ダイスキ,大好き,形状詞-一般,,混,4668,44.6218515,A
129,タイスル,対する,動詞-一般,,混,69928,668.4483352,A
1011,タイセイ,体制,名詞-普通名詞-一般,,漢,9396,89.8172486,A
727,タイセツ,大切,形状詞-一般,,漢,12962,123.9049783,B
1584,ダイタイ,大体,名詞-普通名詞-副詞可能,,漢,5994,57.2972103,A
2806,タイテイ,大抵,副詞,,漢,3167,30.2736512,B
1449,タイド,態度,名詞-普通名詞-一般,,漢,6551,62.6216257,A
1740,ダイトウリョウ,大統領,名詞-普通名詞-一般,,漢,5436,51.9632358,B
2701,タイトル,タイトル,名詞-普通名詞-一般,title,外,3317,31.7075153,A
695,ダイヒョウ,代表,名詞-普通名詞-サ変可能,,漢,13469,128.751439,A
992,タイプ,タイプ,名詞-普通名詞-一般,type,外,9514,90.9452217,A
925,タイヘン,大変,形状詞-一般,,漢,10279,98.2579287,A
1511,タイヘン,大変,副詞,,漢,6280,60.0311112,A
2561,タイホ,逮捕,名詞-普通名詞-サ変可能,,漢,3542,33.8583115,A
1774,タイム,タイム,名詞-普通名詞-一般,time,外,5334,50.9882082,A
1762,タイヨウ,太陽,名詞-普通名詞-一般,,漢,5377,51.3992492,A
2413,ダイリ,代理,名詞-普通名詞-サ変可能,,漢,3805,36.3723532,A
2706,タイリツ,対立,名詞-普通名詞-サ変可能,,漢,3311,31.6501607,A
1763,タイリョウ,大量,名詞-普通名詞-形状詞可能,,漢,5371,51.3418946,A
2474,タエル,耐える,動詞-一般,,和,3688,35.2539392,B
2704,タオレル,倒れる,動詞-一般,,和,3315,31.6883971,B
203,タカイ,高い,形容詞-一般,,和,40495,387.0955173,B
1042,タガイ,互い,名詞-普通名詞-一般,,和,9152,87.4848296,B
2364,タカマル,高まる,動詞-一般,,和,3899,37.2709081,B
2085,タカメル,高める,動詞-一般,,和,4512,43.1306328,B
894,タクサン,沢山,副詞,,漢,10731,102.5786393,B
1929,タクサン,沢山,形状詞-一般,,漢,4884,46.6866158,B
77,ダケ,だけ,助詞-副助詞,,和,124803,1193.003626,
601,タシカ,確か,形状詞-一般,,和,15282,146.0820767,B
2642,タシカメル,確かめる,動詞-一般,,和,3429,32.7781338,B
2316,タショウ,多少,名詞-普通名詞-副詞可能,,漢,3999,38.2268175,A
171,ダス,出す,動詞-非自立可能,,和,49359,471.8273278,B
1466,タスウ,多数,名詞-普通名詞-副詞可能,,漢,6476,61.9046937,A
2075,タスケル,助ける,動詞-一般,,和,4539,43.3887283,B
1074,タズネル,尋ねる,動詞-一般,,和,8906,85.1332924,B
2785,タズネル,訪ねる,動詞-一般,,和,3198,30.5699831,B
842,タダ,唯,副詞,,和,11247,107.5111318,B
2121,タダ,只,名詞-普通名詞-一般,,和,4414,42.1938415,B
2057,タタカイ,戦い,名詞-普通名詞-一般,,和,4576,43.7424148,A
1772,タタカウ,戦う,動詞-一般,,和,5339,51.0360036,A
1871,タタク,叩く,動詞-一般,,和,5063,48.3976936,B
1147,タダシイ,正しい,形容詞-一般,,和,8436,80.6405182,B
1991,タチアガル,立ち上がる,動詞-一般,,和,4750,45.4056972,B
970,タチバ,立場,名詞-普通名詞-一般,,和,9746,93.1629315,B
384,タツ,立つ,動詞-一般,,和,22598,216.0164094,B
972,タツ,経つ,動詞-一般,,和,9705,92.7710087,B
1676,タッスル,達する,動詞-一般,,混,5638,53.8941728,A
1864,タッセイ,達成,名詞-普通名詞-サ変可能,,漢,5077,48.531521,B
2521,タッテ,たって,助詞-接続助詞,,和,3616,34.5656844,
2553,タップリ,たっぷり,副詞,,和,3563,34.0590524,A
1167,タテモノ,建物,名詞-普通名詞-一般,,和,8293,79.2735677,B
699,タテル,立てる,動詞-一般,,和,13447,128.5411389,B
2026,タトエ,仮令,副詞,,和,4641,44.3637559,B
339,タトエバ,例えば,副詞,,和,25317,242.0075864,B
2289,タナカ,タナカ,名詞-固有名詞-人名-姓,,固,4052,38.7334495,B
1410,タニン,他人,名詞-普通名詞-一般,,漢,6696,64.0076944,A
746,タノシイ,楽しい,形容詞-一般,,和,12606,120.5019408,B
1760,タノシミ,楽しみ,名詞-普通名詞-一般,,和,5385,51.475722,
792,タノシム,楽しむ,動詞-一般,,和,11935,114.0877886,B
1318,タノム,頼む,動詞-一般,,和,7275,69.5424099,B
1559,タバコ,タバコ,名詞-普通名詞-一般,tabaco,外,6078,58.1001742,B
1486,タビ,度,名詞-普通名詞-助数詞可能,,和,6389,61.0730525,A
1493,タビ,旅,名詞-普通名詞-サ変可能,,和,6367,60.8627524,A
1223,タブン,多分,副詞,,漢,7899,75.5072846,A
266,タベル,食べる,動詞-一般,,和,32739,312.9551832,A
2388,タマ,玉,名詞-普通名詞-助数詞可能,,和,3847,36.7738352,B
1985,タマゴ,卵,名詞-普通名詞-一般,,和,4768,45.5777609,B
2819,タマシイ,魂,名詞-普通名詞-一般,,和,3146,30.0729102,B
2609,タマニ,偶に,副詞,,和,3477,33.2369703,B
2025,ダマル,黙る,動詞-一般,,和,4642,44.373315,B
68,タメ,為,名詞-普通名詞-副詞可能,,和,152779,1460.428844,A
741,ダメ,駄目,名詞-普通名詞-形状詞可能,,混,12771,122.0791913,A
2214,タモツ,保つ,動詞-一般,,和,4200,40.1481954,B
1706,タヨウ,多様,形状詞-一般,,漢,5540,52.9573816,A
114,タリ,たり,助詞-副助詞,,和,78199,747.5116029,
1129,タリ,たり,助動詞,断定,和,8496,81.2140638,
2253,タリル,足りる,動詞-一般,,和,4122,39.4025861,A
236,ダレ,誰,代名詞,,和,36593,349.795932,A
1967,ダン,段,名詞-普通名詞-助数詞可能,,漢,4804,45.9218883,B
1582,タンイ,単位,名詞-普通名詞-一般,,漢,6004,57.3928012,B
886,ダンカイ,段階,名詞-普通名詞-一般,,漢,10804,103.2764531,A
2273,ダンシ,男子,名詞-普通名詞-一般,,漢,4076,38.9628677,A
2155,タンジュン,単純,形状詞-一般,,漢,4345,41.5342641,B
1691,ダンジョ,男女,名詞-普通名詞-一般,,漢,5588,53.4162181,A
1468,タンジョウ,誕生,名詞-普通名詞-サ変可能,,漢,6469,61.83778,B
708,ダンセイ,男性,名詞-普通名詞-一般,,漢,13236,126.5241701,A
652,ダンタイ,団体,名詞-普通名詞-一般,,漢,14316,136.8479918,A
960,タントウ,担当,名詞-普通名詞-サ変可能,,漢,9868,94.329141,B
1819,ダンナ,旦那,名詞-普通名詞-一般,,外,5218,49.8793532,B
2083,タンニ,単に,副詞,,混,4513,43.1401919,A
2811,タンパク,蛋白,名詞-普通名詞-一般,,漢,3164,30.2449739,A
311,チ,地,名詞-普通名詞-一般,,漢,27625,264.0699757,B
1424,チ,血,名詞-普通名詞-一般,,和,6625,63.3289987,A
2384,チイ,地位,名詞-普通名詞-一般,,漢,3859,36.8885443,B
211,チイキ,地域,名詞-普通名詞-一般,,漢,39652,379.037201,B
714,チイサイ,小さい,形容詞-一般,,和,13114,125.3579606,A
1137,チーム,チーム,名詞-普通名詞-一般,team,外,8470,80.9655274,A
1701,チエ,知恵,名詞-普通名詞-一般,,漢,5567,53.2154771,A
1261,チェック,チェック,名詞-普通名詞-サ変可能,check,外,7679,73.4042839,A
1644,チカ,地下,名詞-普通名詞-一般,,漢,5758,55.0412641,B
834,チカイ,近い,形容詞-一般,,和,11435,109.3082415,B
594,チガイ,違い,名詞-普通名詞-一般,,和,15521,148.3667002,A
276,チガウ,違う,動詞-一般,,和,31012,296.4466276,A
703,チカク,近く,名詞-普通名詞-副詞可能,,和,13360,127.7094978,B
1345,チカヅク,近付く,動詞-一般,,和,7081,67.6879456,B
441,チカラ,力,名詞-普通名詞-一般,,和,20112,192.2525014,A
1192,チキュウ,地球,名詞-普通名詞-一般,,漢,8101,77.4382217,B
1038,チク,地区,名詞-普通名詞-一般,,漢,9154,87.5039478,B
2320,チジ,知事,名詞-普通名詞-一般,,漢,3991,38.1503447,A
1043,チシキ,知識,名詞-普通名詞-一般,,漢,9140,87.3701205,B
2477,チジョウ,地上,名詞-普通名詞-一般,,漢,3685,35.2252619,B
2333,チズ,地図,名詞-普通名詞-一般,,漢,3950,37.7584219,B
554,チチ,父,名詞-普通名詞-一般,,和,16542,158.1265353,B
1372,チチオヤ,父親,名詞-普通名詞-一般,,和,6938,66.3209952,B
1089,チナミ,因み,名詞-普通名詞-一般,,和,8756,83.6994283,A
391,チホウ,地方,名詞-普通名詞-一般,,漢,22248,212.6707265,B
1422,チャ,茶,名詞-普通名詞-一般,,漢,6635,63.4245896,B
461,チャウ,ちゃう,助動詞,,和,19562,186.9949996,
2526,チャンス,チャンス,名詞-普通名詞-一般,chance,外,3605,34.4605344,A
1288,チャント,ちゃんと,副詞,,和,7495,71.6454106,A
1154,チュウ,注,名詞-普通名詞-一般,,漢,8382,80.1243271,A
663,チュウイ,注意,名詞-普通名詞-サ変可能,,漢,13986,133.6934907,A
789,チュウオウ,中央,名詞-普通名詞-一般,,漢,12016,114.8620752,A
1529,チュウガク,中学,名詞-普通名詞-一般,,漢,6184,59.1134382,A
2705,チュウカン,中間,名詞-普通名詞-一般,,漢,3313,31.6692789,A
390,チュウゴク,中国,名詞-固有名詞-地名-国,,固,22321,213.3685404,A
2013,チュウシャ,駐車,名詞-普通名詞-サ変可能,,漢,4673,44.6696469,A
413,チュウシン,中心,名詞-普通名詞-一般,,漢,20910,199.8806585,A
1399,チュウモク,注目,名詞-普通名詞-サ変可能,,漢,6783,64.8393356,A
2308,チュウモン,注文,名詞-普通名詞-サ変可能,,漢,4019,38.4179994,B
528,チョウ,町,名詞-普通名詞-助数詞可能,,漢,17401,166.3377972,B
1944,チョウ,兆,名詞-数詞,,漢,4852,46.3807248,B
2202,チョウカン,長官,名詞-普通名詞-一般,,漢,4232,40.4540864,B
1603,チョウキ,長期,名詞-普通名詞-一般,,漢,5922,56.6089555,B
292,チョウサ,調査,名詞-普通名詞-サ変可能,,漢,29467,281.6778271,B
2299,チョウシ,調子,名詞-普通名詞-一般,,漢,4029,38.5135903,A
990,チョウセイ,調整,名詞-普通名詞-サ変可能,,漢,9547,91.2606718,B
1776,チョウセン,朝鮮,名詞-固有名詞-地名-国,,固,5328,50.9308536,B
2751,チョウセン,挑戦,名詞-普通名詞-サ変可能,,漢,3252,31.0861742,B
1460,チョウド,丁度,副詞,,漢,6507,62.2010256,A
2709,チョウメ,丁目,名詞-普通名詞-助数詞可能,,漢,3306,31.6023652,
2555,チョクゴ,直後,名詞-普通名詞-副詞可能,,漢,3558,34.011257,A
1273,チョクセツ,直接,副詞,,漢,7594,72.5917609,A
1663,チョクセツ,直接,名詞-普通名詞-サ変形状詞可能,,漢,5682,54.3147729,A
287,チョット,一寸,副詞,,和,29800,284.8610055,A
844,チリョウ,治療,名詞-普通名詞-サ変可能,,漢,11234,107.3868636,B
2544,チンギン,賃金,名詞-普通名詞-一般,,漢,3574,34.1642025,B
2449,ツイ,つい,副詞,,和,3729,35.6458621,A
2088,ツイカ,追加,名詞-普通名詞-サ変可能,,漢,4506,43.0732782,A
880,ツイタチ,一日,名詞-普通名詞-副詞可能,,和,10883,104.0316216,A
1789,ツイニ,遂に,副詞,,和,5297,50.6345217,A
470,ツウ,つう,助動詞,,和,19281,184.3088942,
1221,ツウジョウ,通常,名詞-普通名詞-副詞可能,,漢,7916,75.6697892,B
804,ツウシン,通信,名詞-普通名詞-サ変可能,,漢,11820,112.9884928,B
867,ツウズル,通ずる,動詞-一般,,混,10960,104.7676718,A
2317,ツウチ,通知,名詞-普通名詞-サ変可能,,漢,3997,38.2076993,B
130,ツカウ,使う,動詞-一般,,和,68889,658.5164364,A
1656,ツカム,掴む,動詞-一般,,和,5727,54.7449322,B
1782,ツカレル,疲れる,動詞-一般,,和,5316,50.8161445,A
1101,ツキ,月,名詞-普通名詞-助数詞可能,,和,8613,82.3324779,B
194,ツギ,次,名詞-普通名詞-一般,,和,42491,406.1754692,A
1686,ツキアウ,付き合う,動詞-一般,,和,5605,53.5787227,A
2258,ツギツギ,次々,副詞,,和,4099,39.1827269,A
85,ツク,つく,動詞-一般,,和,114674,1096.179562,C
187,ツク,付く,動詞-非自立可能,,和,44047,421.0494197,B
1932,ツク,着く,動詞-一般,,和,4876,46.610143,B
2687,ツクエ,机,名詞-普通名詞-一般,,和,3343,31.9560517,A
2257,ツクス,尽くす,動詞-非自立可能,,和,4105,39.2400815,A
1066,ツクリ,作り,名詞-普通名詞-一般,,和,8958,85.6303653,B
155,ツクル,作る,動詞-一般,,和,57888,553.3568418,B
185,ツケル,付ける,動詞-非自立可能,,和,44215,422.6553475,B
2423,ツゲル,告げる,動詞-一般,,和,3791,36.2385259,A
2204,ツゴウ,都合,名詞-普通名詞-一般,,漢,4231,40.4445273,B
802,ツタエル,伝える,動詞-一般,,和,11849,113.2657065,A
2187,ツタワル,伝わる,動詞-一般,,和,4275,40.8651275,A
2515,ツチ,土,名詞-普通名詞-一般,,和,3619,34.5943617,B
682,ツツ,つつ,助詞-接続助詞,,和,13736,131.3037172,
444,ツヅク,続く,動詞-非自立可能,,和,20041,191.5738057,
319,ツヅケル,続ける,動詞-非自立可能,,和,27032,258.4014329,
2128,ツツム,包む,動詞-一般,,和,4397,42.0313369,B
91,ッテ,って,助詞-副助詞,,和,104082,994.9296366,
1792,ツトメル,勤める,動詞-一般,,和,5282,50.4911353,B
1980,ツトメル,努める,動詞-一般,,和,4775,45.6446745,B
1299,ツナガル,繋がる,動詞-一般,,和,7399,70.7277376,A
2515,ツナグ,繋ぐ,動詞-一般,,和,3619,34.5943617,A
1088,ツネ,常,名詞-普通名詞-一般,,和,8769,83.8236965,B
2385,ツブヤク,呟く,動詞-一般,,和,3858,36.8789852,A
858,ツマ,妻,名詞-普通名詞-一般,,和,11054,105.6662267,A
426,ツマリ,詰まり,副詞,,和,20491,195.8753981,B
2233,ツマル,詰まる,動詞-一般,,和,4160,39.7658316,B
2399,ツミ,罪,名詞-普通名詞-一般,,和,3834,36.6495669,B
2125,ツメタイ,冷たい,形容詞-一般,,和,4402,42.0791324,A
852,ツモリ,積り,名詞-普通名詞-一般,,和,11138,106.4691906,A
304,ツヨイ,強い,形容詞-一般,,和,28368,271.1723827,B
1499,ツライ,辛い,形容詞-一般,,和,6340,60.6046569,A
927,ツレル,連れる,動詞-一般,,和,10276,98.2292514,A
3,テ,て,助詞-接続助詞,,和,3493117,33391.03426,
177,テ,手,名詞-普通名詞-助数詞可能,,和,47213,451.3135118,B
11,デ,で,助詞-格助詞,,和,1328513,12699.38084,
1776,デアウ,出会う,動詞-一般,,和,5328,50.9308536,B
2689,テアテ,手当て,名詞-普通名詞-サ変可能,,和,3341,31.9369335,B
1766,テイアン,提案,名詞-普通名詞-サ変可能,,漢,5367,51.3036583,A
1944,ディーブイディー,ＤＶＤ,名詞-普通名詞-一般,,記号,4852,46.3807248,
2063,テイイン,定員,名詞-普通名詞-一般,,漢,4561,43.5990284,A
1358,テイカ,低下,名詞-普通名詞-サ変可能,,漢,7026,67.1621954,A
2296,テイキ,定期,名詞-普通名詞-一般,,漢,4040,38.6187403,A
2437,テイギ,定義,名詞-普通名詞-サ変可能,,漢,3760,35.942194,A
817,テイキョウ,提供,名詞-普通名詞-サ変可能,,漢,11684,111.688456,A
2021,テイコウ,抵抗,名詞-普通名詞-サ変可能,,漢,4655,44.4975832,A
2594,テイコク,帝国,名詞-普通名詞-一般,,漢,3492,33.3803567,A
2469,テイシ,停止,名詞-普通名詞-サ変可能,,漢,3694,35.3112938,A
1251,テイシュツ,提出,名詞-普通名詞-サ変可能,,漢,7717,73.7675295,A
411,テイド,程度,名詞-普通名詞-一般,,漢,20968,200.435086,A
