,rank,lForm,lemma,frequency,pmw,roma,syll,mora,K_acc_A,K_acc_B,wType_和,wType_外,wType_漢,pos_副詞,pos_動詞,pos_名詞,pos_形容詞,len_syll_1,len_syll_2,len_syll_3,len_syll_4,len_syll_5,len_mora_1,len_mora_2,len_mora_3,len_mora_4,len_mora_5,len_mora_6,len_mora_7
1321,2703,セイリ,生理,3316,31.6979562,seiri,"['セイ', 'リ']","['セ', 'イ', 'リ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1322,1316,セイリツ,成立,7288,69.6666781,seiritsu,"['セイ', 'リ', 'ツ']","['セ', 'イ', 'リ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1323,2715,セイリョク,勢力,3302,31.5641289,seiryoku,"['セイ', 'リョ', 'ク']","['セ', 'イ', 'リョ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1324,188,セカイ,世界,42934,410.4101479,sekai,"['セ', 'カイ']","['セ', 'カ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1325,1098,セキ,席,8649,82.6766052,seki,"['セ', 'キ']","['セ', 'キ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1326,618,セキニン,責任,15023,143.6062713,sekinin,"['セ', 'キ', 'ニン']","['セ', 'キ', 'ニ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1327,2117,セキユ,石油,4427,42.3181098,sekiyu,"['セ', 'キ', 'ユ']","['セ', 'キ', 'ユ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1328,2502,セケン,世間,3656,34.9480482,seken,"['セ', 'ケン']","['セ', 'ケ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1329,1682,セタイ,世帯,5610,53.6265181,setai,"['セ', 'タイ']","['セ', 'タ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1330,1613,セダイ,世代,5889,56.2935054,sedai,"['セ', 'ダイ']","['セ', 'ダ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1331,1833,セツ,説,5182,49.5352258,setsu,"['セ', 'ツ']","['セ', 'ツ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1332,1901,セツ,節,4986,47.6616434,setsu,"['セ', 'ツ']","['セ', 'ツ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1334,1202,セッキョク,積極,8010,76.5683441,sekkyoku,"['セッ', 'キョ', 'ク']","['セ', 'ッ', 'キョ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1335,1748,セッケイ,設計,5416,51.7720539,sekkei,"['セッ', 'ケイ']","['セ', 'ッ', 'ケ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1336,1971,セツゾク,接続,4798,45.8645337,setsuzoku,"['セ', 'ツ', 'ゾ', 'ク']","['セ', 'ツ', 'ゾ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1337,790,ゼッタイ,絶対,12015,114.8525161,zettai,"['ゼッ', 'タイ']","['ゼ', 'ッ', 'タ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1338,861,セッチ,設置,11004,105.188272,setchi,"['セッ', 'チ']","['セ', 'ッ', 'チ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1339,624,セッテイ,設定,14842,141.8760753,settei,"['セッ', 'テイ']","['セ', 'ッ', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1341,1360,セツビ,設備,7016,67.0666045,setsubi,"['セ', 'ツ', 'ビ']","['セ', 'ツ', 'ビ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1342,374,セツメイ,説明,23376,223.4533847,setsumei,"['セ', 'ツ', 'メイ']","['セ', 'ツ', 'メ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1343,1940,セツリツ,設立,4857,46.4285203,setsuritsu,"['セ', 'ツ', 'リ', 'ツ']","['セ', 'ツ', 'リ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1349,2190,セワ,世話,4249,40.616591,sewa,"['セ', 'ワ']","['セ', 'ワ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1350,86,セン,千,112555,1075.923841,sen,['セン'],"['セ', 'ン']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1351,1291,セン,線,7471,71.4159923,sen,['セン'],"['セ', 'ン']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1353,1590,ゼンイン,全員,5962,56.9913193,zen'in,"['ゼン', 'イン']","['ゼ', 'ン', 'イ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1354,1366,センキョ,選挙,6977,66.6937998,senkyo,"['セン', 'キョ']","['セ', 'ン', 'キョ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1355,2454,センゲン,宣言,3720,35.5598302,sengen,"['セン', 'ゲン']","['セ', 'ン', 'ゲ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1356,1757,センゴ,戦後,5391,51.5330765,sengo,"['セン', 'ゴ']","['セ', 'ン', 'ゴ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1357,1681,ゼンゴ,前後,5613,53.6551954,zengo,"['ゼン', 'ゴ']","['ゼ', 'ン', 'ゴ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1358,2664,ゼンコウ,前項,3378,32.29062,zenkou,"['ゼン', 'コウ']","['ゼ', 'ン', 'コ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1359,735,ゼンコク,全国,12841,122.7483279,zenkoku,"['ゼン', 'コ', 'ク']","['ゼ', 'ン', 'コ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1360,2190,センジツ,先日,4249,40.616591,senjitsu,"['セン', 'ジ', 'ツ']","['セ', 'ン', 'ジ', 'ツ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1361,800,センシュ,選手,11857,113.3421793,senshu,"['セン', 'シュ']","['セ', 'ン', 'シュ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1362,2637,ゼンシン,全身,3434,32.8259293,zenshin,"['ゼン', 'シン']","['ゼ', 'ン', 'シ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1363,320,センセイ,先生,26992,258.0190691,sensei,"['セン', 'セイ']","['セ', 'ン', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1365,658,センソウ,戦争,14116,134.9361729,sensou,"['セン', 'ソウ']","['セ', 'ン', 'ソ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1367,462,ゼンタイ,全体,19549,186.8707314,zentai,"['ゼン', 'タイ']","['ゼ', 'ン', 'タ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1368,712,センタク,選択,13147,125.6734107,sentaku,"['セン', 'タ', 'ク']","['セ', 'ン', 'タ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1371,2052,ゼンテイ,前提,4584,43.8188876,zentei,"['ゼン', 'テイ']","['ゼ', 'ン', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1372,2788,セントウ,戦闘,3196,30.5508649,sentou,"['セン', 'トウ']","['セ', 'ン', 'ト', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1373,1469,ゼンネン,前年,6467,61.8186618,zennen,"['ゼン', 'ネン']","['ゼ', 'ン', 'ネ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1374,2602,センパイ,先輩,3484,33.303884,senpai,"['セン', 'パイ']","['セ', 'ン', 'パ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1375,964,ゼンブ,全部,9803,93.7077999,zenbu,"['ゼン', 'ブ']","['ゼ', 'ン', 'ブ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1376,743,センモン,専門,12693,121.333582,senmon,"['セン', 'モン']","['セ', 'ン', 'モ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1377,2347,センヨウ,専用,3933,37.5959173,senyou,"['セン', 'ヨウ']","['セ', 'ン', 'ヨ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1378,1802,センリャク,戦略,5261,50.2903943,senryaku,"['セン', 'リャ', 'ク']","['セ', 'ン', 'リャ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1382,1339,ソウ,層,7110,67.9651594,sou,['ソウ'],"['ソ', 'ウ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1384,1523,ゾウ,増,6213,59.3906519,zou,['ゾウ'],"['ゾ', 'ウ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1385,1725,ゾウ,像,5483,52.4125132,zou,['ゾウ'],"['ゾ', 'ウ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1386,609,ゾウカ,増加,15142,144.7438035,zouka,"['ゾウ', 'カ']","['ゾ', 'ウ', 'カ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1387,1706,ソウゴ,相互,5540,52.9573816,sougo,"['ソウ', 'ゴ']","['ソ', 'ウ', 'ゴ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1388,837,ソウゴウ,総合,11372,108.7060186,sougou,"['ソウ', 'ゴウ']","['ソ', 'ウ', 'ゴ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1389,1924,ソウサ,捜査,4918,47.011625,sousa,"['ソウ', 'サ']","['ソ', 'ウ', 'サ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1390,1935,ソウサ,操作,4873,46.5814658,sousa,"['ソウ', 'サ']","['ソ', 'ウ', 'サ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1391,2427,ソウジ,掃除,3777,36.1046986,souji,"['ソウ', 'ジ']","['ソ', 'ウ', 'ジ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1392,1365,ソウゾウ,想像,6985,66.7702726,souzou,"['ソウ', 'ゾウ']","['ソ', 'ウ', 'ゾ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1393,2481,ソウゾウ,創造,3684,35.2157028,souzou,"['ソウ', 'ゾウ']","['ソ', 'ウ', 'ゾ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1394,2471,ソウゾク,相続,3691,35.2826165,souzoku,"['ソウ', 'ゾ', 'ク']","['ソ', 'ウ', 'ゾ', 'ク']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1395,2686,ゾウダイ,増大,3344,31.9656108,zoudai,"['ゾウ', 'ダイ']","['ゾ', 'ウ', 'ダ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1396,498,ソウダン,相談,18390,175.7917413,soudan,"['ソウ', 'ダン']","['ソ', 'ウ', 'ダ', 'ン']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1397,1779,ソウチ,装置,5320,50.8543808,souchi,"['ソウ', 'チ']","['ソ', 'ウ', 'チ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1398,1771,ソウトウ,相当,5343,51.07424,soutou,"['ソウ', 'トウ']","['ソ', 'ウ', 'ト', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1399,2247,ソウム,総務,4135,39.5268543,soumu,"['ソウ', 'ム']","['ソ', 'ウ', 'ム']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1400,1856,ソウリ,総理,5097,48.7227028,souri,"['ソウ', 'リ']","['ソ', 'ウ', 'リ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1401,1255,ソクシン,促進,7700,73.6050249,sokushin,"['ソ', 'ク', 'シン']","['ソ', 'ク', 'シ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1403,2129,ソクテイ,測定,4396,42.0217779,sokutei,"['ソ', 'ク', 'テイ']","['ソ', 'ク', 'テ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1404,2195,ソクド,速度,4245,40.5783546,sokudo,"['ソ', 'ク', 'ド']","['ソ', 'ク', 'ド']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1405,2755,ソクメン,側面,3246,31.0288196,sokumen,"['ソ', 'ク', 'メン']","['ソ', 'ク', 'メ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1408,2044,ソザイ,素材,4605,44.0196285,sozai,"['ソ', 'ザイ']","['ソ', 'ザ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1409,590,ソシキ,組織,15627,149.3799642,soshiki,"['ソ', 'シ', 'キ']","['ソ', 'シ', 'キ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1410,2477,ソショウ,訴訟,3685,35.2252619,soshou,"['ソ', 'ショ', 'ウ']","['ソ', 'ショ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1413,869,ソチ,措置,10955,104.7198763,sochi,"['ソ', 'チ']","['ソ', 'チ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1414,1548,ソツギョウ,卒業,6119,58.4920971,sotsugyou,"['ソ', 'ツ', 'ギョ', 'ウ']","['ソ', 'ツ', 'ギョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1426,2466,ソンガイ,損害,3697,35.339971,songai,"['ソン', 'ガイ']","['ソ', 'ン', 'ガ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1427,360,ソンザイ,存在,24112,230.488878,sonzai,"['ソン', 'ザイ']","['ソ', 'ン', 'ザ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1431,271,タ,他,32034,306.2160218,ta,['タ'],['タ'],1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1434,660,タイ,体,14066,134.4582182,tai,['タイ'],"['タ', 'イ']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1435,1453,タイ,対,6535,62.4686802,tai,['タイ'],"['タ', 'イ']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1436,336,ダイ,代,25457,243.3458596,dai,['ダイ'],"['ダ', 'イ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1437,761,ダイ,台,12409,118.6187992,dai,['ダイ'],"['ダ', 'イ']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1438,2632,タイイク,体育,3444,32.9215202,taiiku,"['タイ', 'イ', 'ク']","['タ', 'イ', 'イ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1439,503,タイオウ,対応,18223,174.1953726,taiou,"['タイ', 'オウ']","['タ', 'イ', 'オ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1440,1326,タイカイ,大会,7243,69.2365189,taikai,"['タイ', 'カイ']","['タ', 'イ', 'カ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1441,318,ダイガク,大学,27103,259.0801286,daigaku,"['ダイ', 'ガ', 'ク']","['ダ', 'イ', 'ガ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1442,985,タイケン,体験,9610,91.8628947,taiken,"['タイ', 'ケン']","['タ', 'イ', 'ケ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1443,492,タイサク,対策,18754,179.2712516,taisaku,"['タイ', 'サ', 'ク']","['タ', 'イ', 'サ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1445,2647,タイジュウ,体重,3422,32.7112202,taijuu,"['タイ', 'ジュ', 'ウ']","['タ', 'イ', 'ジュ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1446,2357,タイショ,対処,3913,37.4047354,taisho,"['タイ', 'ショ']","['タ', 'イ', 'ショ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1447,358,タイショウ,対象,24238,231.6933238,taishou,"['タイ', 'ショ', 'ウ']","['タ', 'イ', 'ショ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1450,1935,タイショク,退職,4873,46.5814658,taishoku,"['タイ', 'ショ', 'ク']","['タ', 'イ', 'ショ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1451,534,ダイジン,大臣,17191,164.3303874,daijin,"['ダイ', 'ジン']","['ダ', 'イ', 'ジ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1454,1011,タイセイ,体制,9396,89.8172486,taisei,"['タイ', 'セイ']","['タ', 'イ', 'セ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1456,1584,ダイタイ,大体,5994,57.2972103,daitai,"['ダイ', 'タイ']","['ダ', 'イ', 'タ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1458,1449,タイド,態度,6551,62.6216257,taido,"['タイ', 'ド']","['タ', 'イ', 'ド']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1459,1740,ダイトウリョウ,大統領,5436,51.9632358,daitouryou,"['ダイ', 'トウ', 'リョ', 'ウ']","['ダ', 'イ', 'ト', 'ウ', 'リョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1461,695,ダイヒョウ,代表,13469,128.751439,daihyou,"['ダイ', 'ヒョ', 'ウ']","['ダ', 'イ', 'ヒョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1465,2561,タイホ,逮捕,3542,33.8583115,taiho,"['タイ', 'ホ']","['タ', 'イ', 'ホ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1467,1762,タイヨウ,太陽,5377,51.3992492,taiyou,"['タイ', 'ヨウ']","['タ', 'イ', 'ヨ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1468,2413,ダイリ,代理,3805,36.3723532,dairi,"['ダイ', 'リ']","['ダ', 'イ', 'リ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1469,2706,タイリツ,対立,3311,31.6501607,tairitsu,"['タイ', 'リ', 'ツ']","['タ', 'イ', 'リ', 'ツ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1470,1763,タイリョウ,大量,5371,51.3418946,tairyou,"['タイ', 'リョ', 'ウ']","['タ', 'イ', 'リョ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1482,2316,タショウ,多少,3999,38.2268175,tashou,"['タ', 'ショ', 'ウ']","['タ', 'ショ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1484,1466,タスウ,多数,6476,61.9046937,tasuu,"['タ', 'スウ']","['タ', 'ス', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1499,1864,タッセイ,達成,5077,48.531521,tassei,"['タッ', 'セイ']","['タ', 'ッ', 'セ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1507,1410,タニン,他人,6696,64.0076944,tanin,"['タ', 'ニン']","['タ', 'ニ', 'ン']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1530,1967,ダン,段,4804,45.9218883,dan,['ダン'],"['ダ', 'ン']",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1531,1582,タンイ,単位,6004,57.3928012,tan'i,"['タン', 'イ']","['タ', 'ン', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1532,886,ダンカイ,段階,10804,103.2764531,dankai,"['ダン', 'カイ']","['ダ', 'ン', 'カ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1533,2273,ダンシ,男子,4076,38.9628677,danshi,"['ダン', 'シ']","['ダ', 'ン', 'シ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1535,1691,ダンジョ,男女,5588,53.4162181,danjo,"['ダン', 'ジョ']","['ダ', 'ン', 'ジョ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1536,1468,タンジョウ,誕生,6469,61.83778,tanjou,"['タン', 'ジョ', 'ウ']","['タ', 'ン', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1537,708,ダンセイ,男性,13236,126.5241701,dansei,"['ダン', 'セイ']","['ダ', 'ン', 'セ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1538,652,ダンタイ,団体,14316,136.8479918,dantai,"['ダン', 'タイ']","['ダ', 'ン', 'タ', 'イ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1539,960,タントウ,担当,9868,94.329141,tantou,"['タン', 'トウ']","['タ', 'ン', 'ト', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1542,2811,タンパク,蛋白,3164,30.2449739,tanpaku,"['タン', 'パ', 'ク']","['タ', 'ン', 'パ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1543,311,チ,地,27625,264.0699757,chi,['チ'],['チ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1545,2384,チイ,地位,3859,36.8885443,chii,"['チ', 'イ']","['チ', 'イ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1546,211,チイキ,地域,39652,379.037201,chiiki,"['チ', 'イ', 'キ']","['チ', 'イ', 'キ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1549,1701,チエ,知恵,5567,53.2154771,chie,"['チ', 'エ']","['チ', 'エ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1551,1644,チカ,地下,5758,55.0412641,chika,"['チ', 'カ']","['チ', 'カ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1558,1192,チキュウ,地球,8101,77.4382217,chikyuu,"['チ', 'キュ', 'ウ']","['チ', 'キュ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1559,1038,チク,地区,9154,87.5039478,chiku,"['チ', 'ク']","['チ', 'ク']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1560,2320,チジ,知事,3991,38.1503447,chiji,"['チ', 'ジ']","['チ', 'ジ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1561,1043,チシキ,知識,9140,87.3701205,chishiki,"['チ', 'シ', 'キ']","['チ', 'シ', 'キ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1562,2477,チジョウ,地上,3685,35.2252619,chijou,"['チ', 'ジョ', 'ウ']","['チ', 'ジョ', 'ウ']",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1563,2333,チズ,地図,3950,37.7584219,chizu,"['チ', 'ズ']","['チ', 'ズ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1567,391,チホウ,地方,22248,212.6707265,chihou,"['チ', 'ホウ']","['チ', 'ホ', 'ウ']",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1568,1422,チャ,茶,6635,63.4245896,cha,['チャ'],['チャ'],0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1572,1154,チュウ,注,8382,80.1243271,chuu,"['チュ', 'ウ']","['チュ', 'ウ']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1573,663,チュウイ,注意,13986,133.6934907,chuui,"['チュ', 'ウ', 'イ']","['チュ', 'ウ', 'イ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1574,789,チュウオウ,中央,12016,114.8620752,chuuou,"['チュ', 'ウ', 'オウ']","['チュ', 'ウ', 'オ', 'ウ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1575,1529,チュウガク,中学,6184,59.1134382,chuugaku,"['チュ', 'ウ', 'ガ', 'ク']","['チュ', 'ウ', 'ガ', 'ク']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1576,2705,チュウカン,中間,3313,31.6692789,chuukan,"['チュ', 'ウ', 'カン']","['チュ', 'ウ', 'カ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1578,2013,チュウシャ,駐車,4673,44.6696469,chuusha,"['チュ', 'ウ', 'シャ']","['チュ', 'ウ', 'シャ']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1579,413,チュウシン,中心,20910,199.8806585,chuushin,"['チュ', 'ウ', 'シン']","['チュ', 'ウ', 'シ', 'ン']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
